year,key0,key1,key2,key3,key4,key5,key6,key7,key8,key9,key10,key11,key12,key13,key14,key15,key16,key17,key18,key19,key20,key21,key22,key23,key24,key25,key26,key27,key28,key29,key30,key31,key32,key33,key34,key35,key36,key37,key38,key39,key40,key41,key42,key43,key44,key45,key46,key47,key48,key49,key50,key51,key52,key53,key54,key55,key56,key57,key58,key59,key60,key61,key62,key63,key64,key65,key66,key67,key68,key69,key70,key71,key72,key73,key74,key75,key76,key77,key78,key79,key80,key81,key82,key83,key84,key85,key86,key87,key88,key89,key90,key91,key92,key93,key94,key95,key96,key97,key98,key99,key100,key101,key102,key103,key104,key105,key106,key107,key108,key109,key110,key111,key112,key113,key114,key115,key116,key117,key118,key119,key120,key121,key122,key123,key124,key125,key126,key127,key128,key129,key130,key131,key132,key133,key134,key135,key136,key137,key138,key139,key140,key141,key142,key143,key144,key145,key146,key147,key148,key149,key150,key151,key152,key153,key154,key155,key156,key157,key158,key159,key160,key161,key162,key163,key164,key165,key166,key167,key168,key169,key170,key171,key172,key173,key174,key175,key176,key177,key178,key179,key180,key181,key182,key183,key184,key185,key186,key187,key188,key189,key190,key191,key192,key193,key194,key195,key196,key197,key198,key199,key200,key201,key202,key203,key204,key205,key206,key207,key208,key209,key210,key211,key212,key213,key214,key215,key216,key217,key218,key219,key220,key221,key222,key223,key224,key225,key226,key227,key228,key229,key230,key231,key232,key233,key234,key235,key236,key237,key238,key239
1961,18.996668,19.506666,18.763332,19.133333,20.33,21.06,21.023333,21.676668,22.196665,22.273333,21.743332,20.623333,22.753334,21.093332,2.9366665,2.7933333,23.190002,3.0766668,22.94333,3.2633333,20.813334,20.466665,20.233335,22.493334,21.936666,2.6933334,22.080002,17.96,23.356667,3.4466667,22.016668,23.33,-0.71999997,21.803335,22.973333,23.599998,21.056665,19.37,20.323332,19.193335,23.666666,22.283333,21.49,23.746666,2.6333332,23.863333,21.346666,21.656668,23.183332,22.593332,19.583334,3.61,23.32,29.066668,22.616667,23.586668,19.0,23.043333,2.4733331,2.29,29.159998,24.48667,23.956665,23.513334,29.006668,29.116667,29.173334,23.053335,27.416666,24.286667,17.926666,28.949999,27.456667,27.35,13.556666,29.146667,29.053331,22.873335,25.236666,20.146666,27.516668,23.840002,28.993334,26.076668,29.246666,28.076666,21.496666,28.136665,28.006666,2.8433335,-1.12,29.066666,28.89,28.846666,28.943335,27.253334,24.413332,28.61,17.723333,28.86,28.199999,29.15,18.793333,29.21,3.0133333,28.799997,3.2033331,28.896667,13.84,3.716667,14.013333,29.123335,24.623335,28.593332,14.203334,27.946665,27.14,28.263334,2.4066665,28.473333,28.303331,16.813334,28.863333,28.436666,28.663332,28.366667,-1.0533333,3.2533333,28.74,28.556665,16.253334,26.62,28.616669,27.026667,0.8233333,17.460001,16.516666,26.393333,28.6,28.286667,20.013332,28.853333,15.996666,28.449999,26.269999,15.900001,14.740001,29.099998,28.513334,16.09,28.406668,18.616667,28.54,29.08,14.860001,28.493332,14.633334,29.043335,27.720001,28.306665,27.963333,14.566667,27.996666,28.373331,28.256668,27.853333,27.57,28.333334,28.436666,27.923334,28.133333,28.279999,28.373331,28.453333,27.546667,28.31,28.076666,14.9800005,27.966665,27.393332,28.033333,28.246666,28.443335,28.029999,27.12,27.856667,16.183332,28.12,13.5,27.949999,28.186666,26.966665,14.4800005,28.216667,27.24,28.03,27.14,28.066666,29.016668,28.14,27.946665,28.003332,28.0,28.519999,5.0333333,26.903334,27.99,28.019999,28.276667,8.536667,28.199999,28.14,28.543335,28.57,27.996668,28.023333,27.986666,28.223333,28.096666,9.400001,28.019999,28.026667,28.07,25.403334,7.0166664,17.12,7.873333,13.62,8.033333,9.426666,8.333333,8.686667,9.683333,11.95,10.01,10.64,13.903333,15.46,9.803333,8.84
1962,19.57,20.086668,19.316666,19.67,20.886667,21.553335,21.666666,22.286667,22.76,22.986666,22.480001,21.046667,23.4,21.846666,3.42,3.3066666,23.753332,3.506667,23.700003,3.58,21.133333,20.976667,20.993334,23.296667,22.356667,3.2066667,22.37,18.606667,24.029999,3.67,22.82,24.106667,-0.4,22.340002,23.786667,24.039999,21.263334,19.776667,20.916666,19.646666,24.37,22.436666,22.283335,24.31,3.1633332,24.633333,21.44,22.303335,23.61,23.403334,19.923332,3.7299998,23.593332,29.25,22.626665,24.393332,19.496666,23.596666,2.8966668,2.7433336,29.236666,25.213333,24.25,23.63,29.286667,29.39,29.346666,22.933332,26.970001,25.049997,18.32,29.143333,27.029999,26.9,14.12,29.15,29.11,23.533333,25.886667,20.833334,27.11,23.81,29.003334,26.613333,29.253334,27.65,22.243332,27.736666,27.566666,2.61,-0.80999994,29.4,28.970001,28.853333,28.866669,26.793335,24.69,28.496666,18.136667,28.976664,27.83,29.506668,19.356667,29.460001,3.26,28.83,3.1433334,29.086668,14.466667,3.7266667,14.57,29.050001,24.736666,28.423332,14.68,27.493332,26.683334,27.903334,2.64,28.053335,27.976667,17.029999,29.01,27.993332,28.62,27.906668,-0.84999996,3.17,28.683332,28.236666,16.49,26.156668,28.466667,26.576666,0.74666667,17.910002,16.683332,25.936666,28.476667,27.806665,20.793333,28.716667,15.106667,28.0,25.816666,15.0,13.650001,28.956667,28.323334,15.213333,27.949999,19.256668,28.33,28.88,13.78,28.12,13.523334,28.773333,27.926666,27.926666,28.273333,13.473334,28.32,27.913336,27.949999,28.06,27.75,27.830002,28.179998,28.199999,27.976667,27.806665,28.053335,27.960001,27.666666,28.063334,28.01,13.923333,28.39,27.546667,28.056665,28.073334,28.063334,28.33,27.216667,28.066668,15.336667,28.093332,12.276668,28.363333,27.699999,27.050001,13.45,27.766665,27.363333,28.313334,27.220001,28.106667,28.68,27.929998,28.133333,28.286667,28.256666,28.086664,5.2633333,26.94,28.089998,28.12,27.893333,8.88,28.18,28.18,28.1,28.176666,28.146667,28.233332,28.136667,27.783335,28.183334,9.866666,28.146667,28.216667,28.186666,25.076668,7.153333,16.769999,6.963333,13.926666,7.0733337,8.61,7.3266664,7.6433334,8.816667,12.206668,9.103333,10.839999,14.163334,15.709999,9.98,9.016666
1963,19.746666,20.306667,19.263334,19.646666,21.066666,21.63,22.0,22.483335,22.816666,23.263334,22.903334,20.446665,23.56,22.413332,3.5966666,3.45,23.820002,3.7166665,24.036667,3.82,20.643333,20.313334,21.683332,23.74,21.803335,3.3366668,21.903334,18.243334,24.29,3.9666665,23.393333,24.54,0.116666675,21.74,24.303335,24.046667,20.88,19.183332,20.206667,18.976667,24.743334,22.07,22.980001,24.523333,3.3133335,25.073334,21.15,21.686666,23.153334,24.026667,19.44,4.0666666,23.19,29.203333,22.340002,24.906668,18.793333,23.123335,3.0900002,2.9166667,29.153334,25.606667,24.243334,23.286667,29.24,29.356667,29.293333,22.753332,27.019999,25.486666,17.68,29.073334,27.063334,26.986666,13.05,29.033335,29.01,23.083334,26.18,20.11,27.123331,23.536667,28.876669,26.786667,29.166666,27.663332,21.63,27.736666,27.586664,2.4333334,-0.68,29.373335,28.893333,28.706667,28.703333,26.916666,24.373335,28.323334,17.443333,28.843332,27.800001,29.5,18.626667,29.433332,2.97,28.669998,2.8733332,28.983332,13.38,4.103334,13.523334,28.906668,24.44333,28.266668,13.693333,27.54,26.830002,27.85,2.2466667,27.976667,27.89,16.41,28.87,27.929998,28.449999,27.86,-0.17333333,2.7766666,28.513334,28.116667,15.8,26.303331,28.279999,26.75,1.3233334,17.176666,16.103333,26.133333,28.286667,27.779999,20.06,28.533333,15.443334,27.893333,26.033333,15.343333,14.12,28.793335,28.13,15.513333,27.853334,18.513334,28.126665,28.713333,14.209999,27.993334,14.003334,28.603333,27.823334,28.25,28.12,13.933333,28.163332,28.24,28.263334,27.953333,27.650002,27.746666,27.996666,28.066666,28.256668,27.660002,28.296667,28.253332,27.613333,28.293333,28.23667,14.296666,28.213333,27.460001,28.220001,28.293335,28.296667,28.186666,27.17,27.960001,15.586667,28.253332,12.84,28.226667,27.580002,27.016668,13.903333,28.17,27.31,28.203333,27.206667,28.226667,28.506668,28.283333,28.033333,28.199999,28.173332,28.293335,4.91,26.93,28.19,28.196669,27.746668,8.950001,28.303335,28.273333,28.286667,28.039999,28.11,28.150002,28.176666,27.660002,28.243334,9.926667,28.090002,28.14,28.213333,25.230001,6.886667,16.460001,7.4900002,14.049999,7.646667,9.28,7.9499993,8.330001,9.566667,12.31,9.893333,10.900001,13.849999,15.5,9.953333,8.88
1964,19.513334,20.013334,19.183332,19.566668,20.800001,21.466667,21.51,22.14,22.623335,22.753334,22.233332,19.86,23.199999,21.586668,3.4233334,3.256667,23.583334,3.6033335,23.396667,3.8100002,20.12,19.63,20.706667,22.936666,21.186666,3.1266668,21.373331,18.213333,23.776667,4.0266666,22.43,23.663336,-0.41666666,21.013334,23.276667,23.906668,20.403334,18.626667,19.4,18.33,23.996666,21.583334,21.863335,24.11,3.0600002,24.04,20.706667,20.833334,22.506668,22.86,18.936668,4.213333,22.646667,29.063334,21.916666,23.746666,18.043335,22.356667,2.8066666,2.5733333,29.146667,24.523333,24.17,22.816666,28.993334,29.166666,29.216667,22.4,27.359999,24.32,17.073334,28.853333,27.38,27.33,14.166667,29.073334,28.94,22.200003,25.176666,19.163334,27.406668,23.126665,28.88,25.996666,29.246668,28.116667,20.653334,28.116669,28.103333,2.6766665,-1.11,29.086668,28.736666,28.659998,28.81,27.25,23.823334,28.28,16.74,28.626665,28.093332,29.266668,17.763334,29.30667,3.1133335,28.543333,3.1599998,28.713333,14.393333,4.3433337,14.593333,29.036667,23.976667,28.323334,14.786667,28.1,27.15,28.07,2.3999999,28.419998,28.026667,17.283333,28.590002,28.466667,28.313334,28.493332,-1.0766667,3.12,28.556665,28.376665,16.723333,26.43,28.373331,27.049997,1.5633334,16.356667,16.963333,26.206665,28.373331,28.493334,18.986666,28.736666,16.246666,28.446665,26.083334,16.183334,14.98,29.023333,28.333334,16.273333,28.5,17.526667,28.409998,29.029999,15.043332,28.436666,14.876667,29.026667,27.97,28.776667,28.289999,14.81,28.353333,28.786667,28.773333,28.12,27.796667,28.503334,28.32,28.220001,28.733335,28.343332,28.839998,28.79,27.743334,28.803335,28.676666,15.093333,28.480001,27.623331,28.63,28.773333,28.856667,28.423334,27.333334,28.126669,16.303333,28.656668,13.723332,28.543335,28.37,27.196665,14.773334,28.69,27.480001,28.473333,27.396666,28.586668,29.043335,28.81,28.236666,28.493332,28.476664,28.863335,4.92,27.133331,28.589998,28.543335,28.396667,8.016666,28.703333,28.616667,28.863333,28.716667,28.383333,28.449999,28.513334,28.426666,28.553331,8.746667,28.356667,28.436668,28.506666,25.556665,6.843333,16.153334,7.7400002,13.023334,7.89,9.383334,8.16,8.523334,9.633334,11.363334,9.953334,10.043334,13.243333,14.806667,9.1866665,8.2
1965,18.816666,19.349998,18.526667,18.933332,20.199999,20.946667,20.939999,21.656668,22.216667,22.38,21.763334,20.06,22.903334,21.013334,3.0833333,2.8966668,23.336664,3.2766666,23.186666,3.4866667,20.253334,19.903334,20.046667,22.63,21.326666,2.75,21.44,17.69,23.636665,3.6733332,22.01,23.533333,-0.65000004,21.230001,23.04,23.68,20.463333,18.856667,19.730001,18.630001,23.960001,21.553335,21.323334,24.006668,2.6733332,23.973333,20.769999,21.096666,22.616669,22.480001,19.12,3.8000002,22.666666,28.730001,21.83,23.556665,18.413332,22.543333,2.4199998,2.1966667,28.76,24.46,23.923334,22.743332,28.736666,28.82,28.813334,22.256666,26.793335,24.123331,17.42,28.616667,26.806665,26.743334,13.566666,28.683334,28.626669,22.436666,25.053335,19.53,26.839998,22.96,28.563334,25.74,28.816666,27.37,20.953333,27.413332,27.316666,2.29,-1.2266666,28.796667,28.503334,28.436666,28.470001,26.663336,23.830002,28.050001,17.166666,28.493332,27.46,28.886665,18.176666,28.873335,3.0100002,28.403334,3.1033332,28.57,13.776668,3.8433332,13.986667,28.63,23.87,28.0,14.206666,27.276667,26.57,27.506668,2.18,27.723333,27.553335,16.776667,28.51,27.693335,28.15,27.643333,-0.97333336,2.9366665,28.300001,27.863333,16.183334,26.076668,28.099998,26.476667,0.8866666,16.91,16.466667,25.913336,28.123335,27.58,19.376669,28.343332,15.846667,27.71,25.813334,15.8966675,14.46,28.563334,27.996666,15.84,27.663332,17.976667,28.006668,28.51,14.509999,27.823334,14.416667,28.446669,27.326668,27.926666,27.659998,14.360001,27.733332,27.963333,27.9,27.503334,27.12,27.566666,27.88,27.563334,27.87,27.503332,28.090002,28.006666,27.103334,28.04,27.853333,14.576667,27.856667,26.896667,27.85,28.0,28.116667,27.800001,26.590002,27.423332,15.860001,27.936666,13.056666,27.909998,27.423332,26.403336,14.31,27.756666,26.706665,27.86,26.576666,27.9,28.37,27.836668,27.636667,27.89,27.883333,28.166666,4.68,26.326668,27.839998,27.873331,27.623331,7.873333,28.066666,28.016668,28.223333,27.913332,27.823334,27.886667,27.86,27.51333,27.976664,9.026668,27.836668,27.893333,27.946665,24.513334,6.58,17.383333,7.613333,13.403333,7.8133335,9.203334,8.163334,8.6033325,9.53,11.673333,9.926667,10.306666,13.6033325,15.149999,9.416667,8.446667
1966,19.29,19.796667,18.996668,19.35,20.550001,21.159998,21.296667,21.82,22.230001,22.453333,22.043335,21.44,22.833334,21.529999,3.3833332,3.17,23.206667,3.5933332,23.156668,3.82,21.51,21.373331,20.796667,22.816666,22.919998,3.0,22.96,18.296667,23.493332,4.02,22.46,23.636667,0.7266667,22.88,23.383333,23.583334,21.590002,19.926666,21.269999,19.836668,23.886665,22.986666,22.07,23.826668,2.8999999,24.21,21.806665,22.763334,24.316666,23.126669,20.036667,4.153333,24.343332,29.113333,23.186666,24.07,19.713333,24.256666,2.9566667,2.6733332,29.203333,24.876665,23.913332,24.39,29.0,29.11,29.213333,23.536667,27.333334,24.800001,18.31,28.963333,27.333334,27.316666,13.8,29.216667,29.096666,24.126669,25.566666,21.093332,27.353333,24.580002,29.12,26.283333,29.286667,28.156668,22.606667,28.163336,28.146667,3.2166665,-0.32666668,28.996666,28.92,28.96,29.136665,27.269999,25.546667,28.556665,18.166666,28.856667,28.176666,29.14,19.51,29.236666,3.3666668,28.843332,3.5600002,28.85,14.146667,4.183334,14.2300005,29.263334,25.613333,28.606667,14.323334,28.146667,27.206667,28.186666,2.5433333,28.71,28.193335,16.6,28.779999,28.75,28.553335,28.76,-0.21999998,3.4033334,28.933334,28.676666,16.07,26.383333,28.773333,27.143332,1.8933334,18.006666,16.286665,26.246668,28.800001,28.753334,20.903334,29.123335,15.763333,28.86,26.173334,15.599999,14.596667,29.306665,28.803335,15.866666,28.893333,19.293335,28.896667,29.376665,14.723332,28.856667,14.476666,29.446665,27.926666,28.42,28.213333,14.396667,28.216667,28.463333,28.376665,28.026667,27.789999,28.896667,28.830002,28.173332,28.266668,28.85,28.566668,28.473333,27.706667,28.493334,28.220001,14.846667,28.236666,27.626665,28.18,28.433334,28.580002,28.223333,27.343332,28.093332,15.986667,28.333334,13.486667,28.24,28.840002,27.223333,14.343333,28.26,27.503334,28.229998,27.436666,28.276667,29.460001,28.196665,28.096666,28.24,28.25,28.623331,5.0533333,27.153334,28.143333,28.230001,28.896667,7.976667,28.463333,28.4,28.683334,29.159998,28.193335,28.253334,28.196665,28.92,28.356667,8.833333,28.216667,28.256668,28.323334,25.256668,6.8733335,16.43,7.34,12.833333,7.4533334,8.863334,7.7033334,8.11,9.13,11.063333,9.47,9.663333,12.906667,14.46,8.77,7.7900004
1967,18.956667,19.536667,18.6,19.0,20.366667,21.046667,21.166666,21.75,22.196665,22.419998,21.96,20.886665,22.836668,21.4,3.38,3.243333,23.24,3.5333335,23.166666,3.6933334,20.986666,20.793333,20.616667,22.783333,22.193335,3.1333332,22.213333,17.76,23.550001,3.8333333,22.39,23.676666,0.016666671,22.176666,23.37,23.633333,21.096666,19.563334,20.660002,19.376665,23.983335,22.220001,21.946665,23.926666,3.0866668,24.26333,21.340002,22.093332,23.466667,23.063334,19.756666,3.9266665,23.429998,29.026667,22.413332,24.07,19.166666,23.466665,2.9366665,2.7666667,29.016668,24.956665,23.983332,23.416666,29.033333,29.126669,29.116667,22.783335,27.193335,24.82,17.923334,28.933334,27.233332,27.123335,13.276668,28.94,28.926666,23.413332,25.663332,20.483335,27.293333,23.553335,28.85,26.39,29.036667,27.803335,21.983335,27.893333,27.723333,2.7633336,-0.54333335,29.123331,28.796667,28.75,28.769999,27.03,24.553335,28.529999,17.64,28.833334,27.973333,29.216667,18.9,29.19,3.2766666,28.730001,3.1966667,28.903334,13.576667,3.9633334,13.7,28.900002,24.513334,28.473333,13.886666,27.653334,26.926666,28.049997,2.5233335,28.226667,28.13,16.460001,28.896667,28.15,28.616667,28.04,-0.70666665,3.07,28.62,28.353333,15.87,26.463333,28.493334,26.826668,1.28,17.36,16.156666,26.276667,28.480001,27.926666,20.31,28.656668,15.849999,28.156668,26.17,15.796666,14.52,28.856667,28.363333,15.923333,28.076666,18.64,28.343332,28.823334,14.616666,28.26,14.426666,28.78,27.153334,28.026667,27.519999,14.426667,27.653334,28.073334,27.99,27.383333,26.88,27.956665,28.263334,27.35,27.913332,27.940002,28.136667,28.113333,26.89,28.083334,27.866667,14.649999,27.863333,26.596666,27.840002,28.036667,28.166666,27.769999,26.273333,27.15,15.953334,27.933334,13.226666,27.933334,27.803335,26.046667,14.463333,27.916666,26.366669,27.843332,26.220001,27.88,28.710001,27.929998,27.566666,27.883333,27.886667,28.203333,4.67,25.980001,27.826668,27.85,27.966667,8.013333,28.066666,27.996666,28.233335,28.226667,27.800001,27.88,27.840002,27.863335,27.949999,8.983334,27.813334,27.87,27.916666,24.926666,6.403333,17.023333,7.613333,13.91,7.816667,9.433333,8.126667,8.563333,9.723333,12.186666,10.056666,10.830001,13.886666,15.490001,9.9366665,8.906667
1968,18.49,19.063334,18.236666,18.626669,19.946667,20.723333,20.710001,21.423332,22.0,22.106667,21.5,20.896666,22.660002,20.786667,3.3400002,3.1733332,23.156668,3.5233333,22.866667,3.7033331,21.053333,20.736666,19.85,22.343332,22.07,3.0366669,22.146667,17.503334,23.343332,3.8499997,21.79,23.26,-0.0333333,21.973333,22.856667,23.576666,21.199999,19.72,20.523333,19.480001,23.643333,22.193335,21.196669,23.773333,2.96,23.806665,21.483332,21.796667,23.216667,22.409998,19.953333,3.9433334,23.24,29.046667,22.44,23.476667,19.223333,23.143333,2.83,2.6366665,29.076666,24.366669,23.913336,23.279999,28.996668,29.153334,29.173332,22.836664,27.409998,24.106667,18.213335,28.903334,27.446665,27.343332,13.743333,29.003332,28.946665,22.99,24.996668,20.256666,27.496666,23.453333,28.883331,25.693335,29.11,28.113333,21.583334,28.17,28.026667,2.2633333,-0.40333334,29.103334,28.783333,28.756668,28.83,27.253334,24.256668,28.470001,17.910002,28.769999,28.186666,29.25,18.896666,29.243332,2.86,28.68,2.68,28.823334,13.996666,3.9866667,14.150001,28.976667,24.276667,28.443335,14.336667,27.956667,27.146667,28.176666,2.1933334,28.516668,28.156668,16.826666,28.743332,28.473333,28.493332,28.409998,-0.64666665,2.59,28.666666,28.496666,16.24,26.623335,28.519999,27.046667,1.2133334,17.603334,16.48,26.466665,28.529999,28.32,20.003332,28.76,16.046667,28.483332,26.376669,15.796666,14.643333,28.963333,28.456667,16.213333,28.456667,18.583334,28.473333,28.956665,14.823334,28.483332,14.453334,28.946669,27.506668,28.06,27.843332,14.360001,28.036667,28.153334,27.993334,27.783333,27.17,28.376665,28.406668,27.606667,27.936668,28.326666,28.279999,28.25,27.273333,28.196665,27.93,14.923332,28.273333,26.82,27.966665,28.143333,28.37,28.183334,26.550001,27.339998,16.306667,28.086664,13.356667,28.37,28.246666,26.276667,14.32,27.803335,26.539999,28.286667,26.333334,28.093332,28.94,27.836668,27.986666,28.353333,28.36,28.433334,4.846667,26.273333,28.006666,28.116667,28.293335,7.4466667,28.286667,28.276667,28.49,28.556665,28.279999,28.356667,28.166666,28.26,28.276667,8.416666,28.293335,28.340002,28.293335,24.823334,6.7833333,17.39,7.4133334,13.206666,7.6333337,9.02,7.9799995,8.45,9.303333,11.426666,9.650001,10.03,13.153333,14.713333,9.13,8.123334
1969,20.01,20.513334,19.71,20.063334,21.303333,21.953333,22.043333,22.63,23.07,23.253334,22.769999,20.56,23.68,22.163336,3.47,3.2733333,24.066668,3.68,23.910002,3.8866665,20.726667,20.436666,21.32,23.5,21.87,3.1166668,21.96,18.63,24.283335,4.05,23.06,24.300001,0.5166667,21.806665,24.003332,24.37,20.923334,19.283333,20.286667,19.07,24.576666,22.073334,22.563334,24.606667,3.0233333,24.776667,21.233332,21.716667,23.186666,23.64,19.513334,4.1433334,23.226667,29.676666,22.356667,24.529999,18.85,23.123335,3.0,2.75,29.753334,25.273333,24.593332,23.289999,29.536667,29.68,29.74,22.773333,28.086668,25.103333,17.733335,29.553335,28.113333,28.033335,13.816666,29.783333,29.676666,23.053335,25.893333,20.063334,28.15,23.519999,29.693335,26.603333,29.76,28.873335,21.556665,28.933334,28.81,2.3866665,-0.35666668,29.533333,29.539999,29.553335,29.746668,27.953333,24.393333,29.196665,17.470001,29.443335,28.943335,29.656668,18.573332,29.716667,2.8933334,29.409998,2.8133335,29.443335,14.12,4.15,14.206666,29.806665,24.426666,29.269999,14.303333,28.763334,27.846666,28.909998,2.256667,29.406668,28.88,16.663332,29.343332,29.366667,29.136665,29.303335,-0.013333321,2.7366667,29.533333,29.32,16.11,27.193335,29.453333,27.736666,1.7233334,17.223333,16.3,26.979998,29.456667,29.220001,19.87,29.746668,16.460001,29.496666,26.863333,16.39,15.303334,29.86,29.483335,16.533333,29.463333,18.316666,29.526667,29.92,15.396667,29.466667,15.2,29.970001,27.943335,28.449999,28.166666,15.186666,28.25,28.543335,28.373331,28.123331,27.753332,29.383333,29.436666,28.073334,28.243332,29.413336,28.653334,28.623335,27.766665,28.566666,28.183334,15.403333,28.269999,27.57,28.146667,28.49,28.736666,28.33,27.323334,27.973333,16.546667,28.35,14.153333,28.343332,29.326668,27.18,15.193333,28.186666,27.423334,28.416666,27.340002,28.303335,29.963333,28.116667,28.26,28.470001,28.496666,28.786667,4.8366666,27.126665,28.126665,28.283333,29.413332,7.3266664,28.543333,28.486666,28.85,29.64,28.513334,28.51,28.296667,29.373335,28.466665,8.393333,28.533335,28.503334,28.470001,25.29,6.6299996,15.863334,7.906667,13.37,8.076667,9.603333,8.360001,8.77,9.84,11.740001,10.153334,10.443334,13.446667,15.013333,9.576667,8.553333
1970,19.383333,19.96,19.0,19.376667,20.78,21.43,21.686666,22.26,22.696665,23.029999,22.57,20.956667,23.463333,22.0,3.5533333,3.3533332,23.883333,3.7633333,23.853333,3.9866667,21.036667,20.91,21.203333,23.449999,22.093332,3.2033331,22.1,18.013332,24.26,4.1766667,23.036667,24.383331,0.22999997,22.11,24.083334,24.233332,21.163332,19.85,20.846666,19.716667,24.686666,22.136667,22.593332,24.623335,3.1233332,24.92,21.426666,22.07,23.230001,23.74,20.016666,4.3233333,23.196665,29.486666,22.38,24.67,19.56,23.25,3.09,2.8499997,29.513334,25.453333,24.51,23.203333,29.43,29.519999,29.556665,22.766668,27.483332,25.273333,18.483334,29.376669,27.546667,27.4,13.386666,29.496666,29.433334,23.220001,26.04,20.710001,27.616667,23.383333,29.386665,26.666666,29.473333,28.333334,22.0,28.416666,28.25,1.8133334,-1.0766667,29.449999,29.326668,29.25,29.396667,27.29,24.216667,28.873331,18.29,29.226667,28.466665,29.553335,19.363333,29.576666,2.5666666,29.123335,2.3366668,29.289999,13.720001,4.4100003,13.856667,29.456667,24.203333,28.923334,13.986667,28.18,27.160002,28.486666,1.82,28.906668,28.5,16.533333,29.166666,28.863333,28.853333,28.786667,-0.7033334,2.1533334,29.163336,28.936666,15.936666,26.539999,29.093332,27.036667,1.8166666,18.103333,16.173334,26.303335,29.08,28.69,20.583334,29.346666,15.540001,28.966667,26.176666,15.513333,14.03,29.476667,29.083334,15.623333,28.910002,19.17,29.096664,29.526667,14.11,28.986666,13.96,29.523333,28.11,28.54,28.44,14.003333,28.546667,28.613335,28.496668,28.32,27.853333,28.826666,28.996668,28.306665,28.493334,28.853333,28.746668,28.723333,27.89,28.686666,28.493334,14.169999,28.673334,27.576668,28.5,28.65,28.81,28.61,27.256668,28.126665,15.6466675,28.61,12.596667,28.710001,28.743332,27.0,14.086667,28.31,27.326666,28.666666,27.14,28.593332,29.493332,28.416666,28.456667,28.683334,28.666666,28.87,5.1066666,26.933334,28.503334,28.57,28.893333,8.493333,28.756666,28.730001,28.956667,29.103333,28.633333,28.646667,28.56,28.833334,28.700003,9.426667,28.62,28.63,28.666666,25.136667,6.943333,15.95,7.556666,13.476666,7.733333,9.273334,8.03,8.443333,9.509999,11.696667,9.81,10.286666,13.106667,14.736668,9.333333,8.243333
1971,19.113335,19.650002,18.83,19.186666,20.433334,21.066668,21.216665,21.743332,22.150002,22.36,21.950003,20.99,22.75,21.450003,3.756667,3.63,23.153334,3.9033334,23.026667,4.056667,21.04,20.906668,20.72,22.69,22.406668,3.5366666,22.406668,18.0,23.376665,4.18,22.37,23.503332,-0.14333332,22.35,23.31,23.516668,21.073334,19.623335,20.743334,19.51,23.726667,22.366669,22.019999,23.726667,3.5066664,24.06,21.163334,22.199999,23.830002,23.086668,19.746668,4.2466664,23.783333,28.663332,22.443335,23.94,19.306665,23.769999,3.0766666,2.91,28.68,24.669998,23.83,23.720001,28.730001,28.873331,28.896667,22.643333,26.443335,24.626669,18.216667,28.47,26.49,26.37,13.95,28.503334,28.419998,23.623335,25.38,20.550001,26.553335,23.766668,28.199999,26.136665,28.746668,27.033333,22.01333,27.126665,26.94,2.0866668,-0.42999998,28.933334,28.223333,27.966667,28.06,26.266668,25.063334,27.556665,18.0,28.126665,27.176666,29.099998,19.046667,29.089998,2.4833333,27.85,2.493333,28.376665,14.223334,4.25,14.389999,28.316666,25.003334,27.546667,14.546666,26.873331,26.15,27.21,1.6866666,27.396667,27.253334,16.986666,28.153334,27.323334,27.613333,27.233332,-0.30999997,2.2566667,27.726667,27.516668,16.436666,25.723333,27.58,26.033333,0.99666667,17.726667,16.643335,25.496668,27.533335,27.13,20.36,27.88,15.536667,27.283333,25.376669,15.863334,14.066667,28.21,27.453333,15.433333,27.203333,18.786667,27.446669,28.176666,13.97,27.39,14.156667,28.073334,27.300001,27.876669,27.590002,14.336667,27.67,27.933334,27.853333,27.49,27.096666,27.1,27.36,27.5,27.793333,27.033335,28.056665,28.016668,27.1,28.013334,27.779999,13.87,27.75,26.896667,27.779999,27.983332,28.123335,27.74,26.590002,27.393333,15.27,27.92,12.506667,27.816666,26.909998,26.433334,14.53,27.696665,26.743332,27.816666,26.653334,27.893333,27.983332,27.723333,27.63,27.876669,27.906668,28.186666,5.81,26.36,27.776667,27.866667,27.083334,7.8033333,28.103333,28.063334,28.246668,27.36,27.9,27.926666,27.853333,26.980001,28.026667,8.703334,27.93,27.936666,27.993332,25.153334,7.646666,16.17,7.686667,13.326667,7.8199997,9.16,8.089999,8.476666,9.403333,11.616668,9.706666,10.263333,13.400001,14.933334,9.386666,8.400001
